,player,AD,VI,Ø,club,fixture,time,date
239,Maarten Stekelenburg,6.0,6.5,6.25,AFC Ajax,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
240,Dušan Tadić,7.5,8.5,8,AFC Ajax,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
241,Jurriën Timber,7.0,7.0,7,AFC Ajax,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
242,Team Ø,6.62,7,,AFC Ajax,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
243,Ali Akman,---,---,---,NEC Nijmegen,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
244,Édgar Barreto,6.0,6.5,6.25,NEC Nijmegen,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
245,Mattijs Branderhorst,6.0,6.0,6,NEC Nijmegen,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
246,Ilias Bronkhorst,---,---,---,NEC Nijmegen,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
247,Jordy Bruijn,5.0,5.0,5,NEC Nijmegen,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
248,Mikkel Duelund,5.0,5.5,5.25,NEC Nijmegen,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
249,Souffian el Karouani,5.0,4.5,4.75,NEC Nijmegen,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
250,Iván Márquez,4.0,4.0,4,NEC Nijmegen,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
251,Magnus Mattsson,---,---,---,NEC Nijmegen,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
252,Cas Odenthal,5.0,4.5,4.75,NEC Nijmegen,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
253,Jonathan Okita,4.0,4.0,4,NEC Nijmegen,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
254,Dirk Proper,5.0,5.0,5,NEC Nijmegen,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
255,Lasse Schöne,6.0,6.0,6,NEC Nijmegen,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
256,Bart van Rooij,4.0,4.0,4,NEC Nijmegen,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
257,Javier Vet,---,---,---,NEC Nijmegen,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
258,Team Ø,5,5,,NEC Nijmegen,AFC Ajax - NEC Nijmegen,21:00,14 Augustus 2021
259,Edson Álvarez,6.5,7.0,6.75,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
260,Antony,7.5,8.0,7.75,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
261,Steven Berghuis,7.0,8.0,7.5,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
262,Daley Blind,7.0,8.0,7.5,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
263,David Neres,---,---,---,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
264,Ryan Gravenberch,6.0,6.0,6,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
265,Sébastien Haller,8.0,8.0,8,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
266,Davy Klaassen,---,---,---,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
267,Mohammed Kudus,---,---,---,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
268,Lisandro Martínez,6.0,7.0,6.5,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
269,Noussair Mazraoui,6.5,7.0,6.75,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
270,Remko Pasveer,7.0,8.0,7.5,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
271,Perr Schuurs,---,---,---,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
272,Dušan Tadić,8.0,8.0,8,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
273,Nico Tagliafico,---,---,---,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
274,Jurriën Timber,6.5,7.0,6.75,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
275,Team Ø,6.91,7.45,,AFC Ajax,AFC Ajax - PSV,16:45,24 Oktober 2021
276,André Ramalho,5.0,5.5,5.25,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
277,Olivier Boscagli,5.0,5.5,5.25,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
278,Bruma,5.0,5.0,5,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
279,Carlos Vinícius,5.0,5.0,5,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
280,Joël Drommel,5.0,4.0,4.5,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
281,Mario Götze,4.5,5.0,4.75,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
282,Erick Gutiérrez,---,---,---,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
283,Mauro Júnior,---,---,---,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
284,Philipp Max,5.5,5.5,5.5,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
285,Phillipp Mwene,4.5,5.0,4.75,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
286,Davy Pröpper,---,---,---,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
287,Ibrahim Sangaré,6.0,6.5,6.25,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
288,Jordan Teze,---,---,---,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
289,Marco van Ginkel,5.0,5.5,5.25,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
290,Yorbe Vertessen,5.0,5.5,5.25,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
291,Eran Zahavi,5.0,5.0,5,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
292,Team Ø,5.04,5.25,,PSV,AFC Ajax - PSV,16:45,24 Oktober 2021
293,Edson Álvarez,6.5,6.0,6.25,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
294,Steven Berghuis,7.0,7.5,7.25,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
295,Daley Blind,---,---,---,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
296,Danilo,---,---,---,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
297,Mohamed Daramy,---,---,---,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
298,David Neres,8.0,8.0,8,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
299,Ryan Gravenberch,7.5,7.5,7.5,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
300,Sébastien Haller,6.5,7.5,7,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
301,Lisandro Martínez,7.0,7.5,7.25,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
302,Noussair Mazraoui,7.5,7.0,7.25,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
303,Remko Pasveer,6.5,7.0,6.75,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
304,Perr Schuurs,6.5,7.0,6.75,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
305,Dušan Tadić,7.5,7.5,7.5,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
306,Nico Tagliafico,6.5,6.5,6.5,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
307,Kenneth Taylor,---,---,---,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
308,Jurriën Timber,8.5,8.0,8.25,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
309,Team Ø,7.13,7.25,,AFC Ajax,AFC Ajax - SC Cambuur,20:00,18 September 2021
310,Alex Bangura,5.0,4.5,4.75,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
311,Tom Boere,4.5,4.5,4.5,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
312,Michael Breij,4.5,4.5,4.5,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
313,Mees Hoedemakers,5.0,5.0,5,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
314,Jamie Jacobs,4.5,5.0,4.75,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
315,Issa Kallon,5.5,5.5,5.5,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
316,Tamás Kiss,5.0,---,5,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
317,Filip Krastev,---,---,---,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
318,Calvin Mac-Intosch,4.5,4.0,4.25,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
319,Robin Maulun,5.0,5.0,5,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
320,Mitchell Paulissen,---,---,---,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
321,David Sambissa,---,---,---,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
322,Doke Schmidt,5.0,4.5,4.75,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
323,Sonny Stevens,4.5,4.0,4.25,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
324,Marco Tol,5.0,4.5,4.75,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
325,Jhondly van der Meer,5.0,5.0,5,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
326,Team Ø,4.85,4.67,,SC Cambuur,AFC Ajax - SC Cambuur,20:00,18 September 2021
327,Edson Álvarez,7.5,7.5,7.5,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
328,Antony,8.0,8.5,8.25,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
329,Steven Berghuis,---,---,---,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
330,Daley Blind,6.5,7.0,6.75,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
331,David Neres,---,---,---,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
332,Ryan Gravenberch,7.0,7.5,7.25,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
333,Sébastien Haller,7.0,5.5,6.25,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
334,Davy Klaassen,6.5,7.0,6.75,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
335,Lisandro Martínez,7.0,7.0,7,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
336,Noussair Mazraoui,7.0,8.5,7.75,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
337,Devyne Rensch,---,---,---,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
338,Perr Schuurs,---,---,---,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
339,Maarten Stekelenburg,6.5,6.5,6.5,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
340,Dušan Tadić,6.5,7.5,7,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
341,Nico Tagliafico,---,---,---,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
342,Jurriën Timber,7.0,7.0,7,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
343,Team Ø,6.95,7.23,,AFC Ajax,AFC Ajax - Vitesse,14:30,29 Augustus 2021
344,Nikolai Baden Frederiksen,4.0,5.0,4.5,Vitesse,AFC Ajax - Vitesse,14:30,29 Augustus 2021
345,Riechedly Bazoer,5.0,4.5,4.75,Vitesse,AFC Ajax - Vitesse,14:30,29 Augustus 2021
346,Matúš Bero,5.5,4.5,5.0,Vitesse,AFC Ajax - Vitesse,14:30,29 Augustus 2021
347,Thomas Buitink,5.0,5.5,5.25,Vitesse,AFC Ajax - Vitesse,14:30,29 Augustus 2021
348,Enzo Cornelisse,5.0,---,5.0,Vitesse,AFC Ajax - Vitesse,14:30,29 Augustus 2021
349,Eli Dasa,5.0,5.0,5.0,Vitesse,AFC Ajax - Vitesse,14:30,29 Augustus 2021
350,Yann Gboho,5.0,5.0,5.0,Vitesse,AFC Ajax - Vitesse,14:30,29 Augustus 2021
351,Hilary Gong,5.0,5.5,5.25,Vitesse,AFC Ajax - Vitesse,14:30,29 Augustus 2021
352,Tomáš Hajek,5.0,4.0,4.5,Vitesse,AFC Ajax - Vitesse,14:30,29 Augustus 2021
353,Loïs Openda,4.0,5.0,4.5,Vitesse,AFC Ajax - Vitesse,14:30,29 Augustus 2021
354,Dominik Oroz,4.5,4.5,4.5,Vitesse,AFC Ajax - Vitesse,14:30,29 Augustus 2021
355,Markus Schubert,5.5,5.5,5.5,Vitesse,AFC Ajax - Vitesse,14:30,29 Augustus 2021
356,Sondre Tronstad,5.5,5.0,5.25,Vitesse,AFC Ajax - Vitesse,14:30,29 Augustus 2021
357,Patrick Vroegh,5.0,5.0,5.0,Vitesse,AFC Ajax - Vitesse,14:30,29 Augustus 2021
358,Maximilian Wittek,5.0,4.5,4.75,Vitesse,AFC Ajax - Vitesse,14:30,29 Augustus 2021
359,Team Ø,4.93,4.89,,Vitesse,AFC Ajax - Vitesse,14:30,29 Augustus 2021
360,Edson Álvarez,7.0,7.5,7.25,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
361,Antony,8.5,8.0,8.25,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
362,Steven Berghuis,6.5,---,6.5,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
363,Daley Blind,7.0,7.0,7,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
364,Danilo,---,---,---,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
365,David Neres,---,---,---,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
366,Ryan Gravenberch,6.5,7.0,6.75,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
367,Sébastien Haller,6.5,5.5,6,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
368,Davy Klaassen,6.5,7.5,7,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
369,Lisandro Martínez,7.5,7.5,7.5,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
370,Noussair Mazraoui,7.0,7.0,7,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
371,Remko Pasveer,6.5,6.5,6.5,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
372,Devyne Rensch,---,---,---,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
373,Perr Schuurs,---,---,---,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
374,Dušan Tadić,7.0,7.0,7,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
375,Jurriën Timber,7.0,7.5,7.25,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
376,Team Ø,6.96,7.09,,AFC Ajax,AFC Ajax - Willem II,21:00,2 December 2021
377,Ulrik Jenssen,5.0,5.0,5,Willem II,AFC Ajax - Willem II,21:00,2 December 2021
378,Elton Kabangu,6.0,6.0,6,Willem II,AFC Ajax - Willem II,21:00,2 December 2021
379,Mats Köhlert,5.5,5.5,5.5,Willem II,AFC Ajax - Willem II,21:00,2 December 2021
380,Derrick Köhn,4.5,5.0,4.75,Willem II,AFC Ajax - Willem II,21:00,2 December 2021
381,Ringo Meerveld,---,---,---,Willem II,AFC Ajax - Willem II,21:00,2 December 2021
382,Nikos Michelis,5.5,5.0,5.25,Willem II,AFC Ajax - Willem II,21:00,2 December 2021
383,Ché Nunnely,4.5,5.5,5,Willem II,AFC Ajax - Willem II,21:00,2 December 2021
384,Leeroy Owusu,5.0,5.0,5,Willem II,AFC Ajax - Willem II,21:00,2 December 2021
385,Godfried Roemeratoe,5.0,5.0,5,Willem II,AFC Ajax - Willem II,21:00,2 December 2021
386,Driess Saddiki,4.5,5.0,4.75,Willem II,AFC Ajax - Willem II,21:00,2 December 2021
387,Görkem Sağlam,5.0,5.5,5.25,Willem II,AFC Ajax - Willem II,21:00,2 December 2021
388,Vincent Schippers,---,---,---,Willem II,AFC Ajax - Willem II,21:00,2 December 2021
389,Max Svensson,4.5,5.0,4.75,Willem II,AFC Ajax - Willem II,21:00,2 December 2021
390,Timon Wellenreuther,6.0,4.5,5.25,Willem II,AFC Ajax - Willem II,21:00,2 December 2021
391,John Yeboah,---,---,---,Willem II,AFC Ajax - Willem II,21:00,2 December 2021
392,Team Ø,5.08,5.17,,Willem II,AFC Ajax - Willem II,21:00,2 December 2021
393,Zakaria Aboukhlal,---,---,---,AZ Alkmaar,AZ Alkmaar - FC Groningen,21:00,21 December 2021
394,Yusuf Barası,6.0,5.0,5.5,AZ Alkmaar,AZ Alkmaar - FC Groningen,21:00,21 December 2021
395,Sam Beukema,6.5,6.5,6.5,AZ Alkmaar,AZ Alkmaar - FC Groningen,21:00,21 December 2021
396,Jordy Clasie,6.0,7.0,6.5,AZ Alkmaar,AZ Alkmaar - FC Groningen,21:00,21 December 2021
397,Dani de Wit,6.0,6.0,6,AZ Alkmaar,AZ Alkmaar - FC Groningen,21:00,21 December 2021
398,Albert Guðmundsson,5.5,6.0,5.75,AZ Alkmaar,AZ Alkmaar - FC Groningen,21:00,21 December 2021
399,Pantelis Hatzidiakos,6.0,6.5,6.25,AZ Alkmaar,AZ Alkmaar - FC Groningen,21:00,21 December 2021
400,Jesper Karlsson,6.5,7.5,7,AZ Alkmaar,AZ Alkmaar - FC Groningen,21:00,21 December 2021
401,Bruno Martins Indi,6.5,6.5,6.5,AZ Alkmaar,AZ Alkmaar - FC Groningen,21:00,21 December 2021
402,Tijjani Reijnders,6.0,7.0,6.5,AZ Alkmaar,AZ Alkmaar - FC Groningen,21:00,21 December 2021
403,Yukinari Sugawara,6.0,6.5,6.25,AZ Alkmaar,AZ Alkmaar - FC Groningen,21:00,21 December 2021
404,Peter Vindahl Jensen,6.0,7.0,6.5,AZ Alkmaar,AZ Alkmaar - FC Groningen,21:00,21 December 2021
405,Owen Wijndal,6.0,7.5,6.75,AZ Alkmaar,AZ Alkmaar - FC Groningen,21:00,21 December 2021
406,Aslak Witry,5.5,6.5,6,AZ Alkmaar,AZ Alkmaar - FC Groningen,21:00,21 December 2021
407,Team Ø,6.04,6.58,,AZ Alkmaar,AZ Alkmaar - FC Groningen,21:00,21 December 2021
408,Paulos Abraham,---,---,---,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
409,Wessel Dammers,---,---,---,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
410,Damil Dankerlui,6.0,6.0,6,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
411,Michael de Leeuw,5.0,6.0,5.5,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
412,Laros Duarte,5.5,5.5,5.5,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
413,Neraysho Kasanwirjo,---,---,---,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
414,Peter Leeuwenburgh,5.0,6.5,5.75,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
415,Bjorn Meijer,6.0,6.0,6,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
416,Cyril Ngonge,---,---,---,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
417,Romano Postema,---,---,---,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
418,Jørgen Strand Larsen,6.0,5.5,5.75,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
419,Tomáš Suslov,5.5,6.0,5.75,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
420,Marin Šverko,---,---,---,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
421,Mike te Wierik,6.0,6.0,6,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
422,Bart van Hintum,6.0,6.0,6,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
423,Daniël van Kaam,5.5,5.0,5.25,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
424,Team Ø,5.65,5.85,,FC Groningen,AZ Alkmaar - FC Groningen,21:00,21 December 2021
425,Zakaria Aboukhlal,---,---,---,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
426,Sam Beukema,---,---,---,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
427,Jordy Clasie,8.0,7.5,7.75,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
428,Dani de Wit,7.5,8.0,7.75,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
429,Albert Guðmundsson,7.0,7.0,7,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
430,Pantelis Hatzidiakos,6.5,7.0,6.75,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
431,Jesper Karlsson,7.5,8.0,7.75,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
432,Peer Koopmeiners,---,---,---,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
433,Bruno Martins Indi,6.5,7.0,6.75,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
434,Fredrik Midtsjø,7.0,6.5,6.75,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
435,Vangelis Pavlidis,7.0,7.0,7,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
436,Tijjani Reijnders,---,---,---,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
437,Yukinari Sugawara,6.5,7.0,6.75,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
438,Peter Vindahl Jensen,6.0,6.5,6.25,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
439,Owen Wijndal,7.0,7.0,7,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
440,Aslak Witry,---,---,---,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
441,Team Ø,6.95,7.14,,AZ Alkmaar,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
442,Remco Balk,---,---,---,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
443,Othmane Boussaid,5.5,6.0,5.75,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
444,Anastasios Douvikas,5.0,5.0,5,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
445,Willem Janssen,4.0,4.0,4,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
446,Adam Maher,5.0,5.0,5,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
447,Mimoun Mahi,---,---,---,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
448,Maarten Paes,4.0,4.0,4,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
449,Bart Ramselaar,5.0,4.5,4.75,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
450,Moussa Sylla,4.5,5.5,5,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
451,Hidde ter Avest,---,---,---,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
452,Quinten Timber,6.0,7.0,6.5,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
453,Sander van de Streek,4.5,4.5,4.5,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
454,Mike van der Hoorn,5.0,6.0,5.5,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
455,Mark van der Maarel,4.5,5.0,4.75,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
456,Joris van Overeem,5.5,5.5,5.5,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
457,Django Warmerdam,4.5,5.5,5,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
458,Team Ø,4.85,5.19,,FC Utrecht,AZ Alkmaar - FC Utrecht,12:15,17 Oktober 2021
459,Zakaria Aboukhlal,---,---,---,AZ Alkmaar,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
460,Yusuf Barası,---,---,---,AZ Alkmaar,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
461,Jordy Clasie,---,6.0,6,AZ Alkmaar,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
462,Dani de Wit,---,6.0,6,AZ Alkmaar,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
463,Albert Guðmundsson,---,5.5,5.5,AZ Alkmaar,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
464,Pantelis Hatzidiakos,---,6.0,6,AZ Alkmaar,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
465,Jesper Karlsson,---,7.5,7.5,AZ Alkmaar,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
466,Bruno Martins Indi,---,6.5,6.5,AZ Alkmaar,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
467,Fredrik Midtsjø,---,7.0,7,AZ Alkmaar,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
468,Vangelis Pavlidis,---,7.0,7,AZ Alkmaar,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
469,Tijjani Reijnders,---,---,---,AZ Alkmaar,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
470,Yukinari Sugawara,---,---,---,AZ Alkmaar,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
471,Peter Vindahl Jensen,---,6.0,6,AZ Alkmaar,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
472,Owen Wijndal,---,7.0,7,AZ Alkmaar,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
473,Aslak Witry,---,6.5,6.5,AZ Alkmaar,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
474,Team Ø,---,6.45,,AZ Alkmaar,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
475,Martin Angha,---,5.5,5.5,Fortuna Sittard,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
476,George Cox,---,6.5,6.5,Fortuna Sittard,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
477,Deroy Duarte,---,5.5,5.5,Fortuna Sittard,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
478,Zian Flemming,---,6.5,6.5,Fortuna Sittard,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
479,Emil Hansson,---,---,---,Fortuna Sittard,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
480,Ivo Pinto,---,6.0,6,Fortuna Sittard,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
481,Ryan Johansson,---,---,---,Fortuna Sittard,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
482,Toshio Lake,---,---,---,Fortuna Sittard,AZ Alkmaar - Fortuna Sittard,18:45,2 December 2021
